label,type,Experiment,ItemId,Question,Condition,Correct_Answer,Question_type,group,sentence,Phrase1,Phrase2,Phrase3,Phrase4,Phrase5,Phrase6,Phrase7,Phrase8,Phrase9,Phrase10,Phrase11,Phrase12,Phrase13,Phrase14,alternative
fill_filler_106,fill,Filler,106,酿制雪莉酒的过程中要加入白兰地？,filler,1,99,list1,雪莉酒 是用 晒干的 葡萄 酿制成的 在 酿制 过程中 要 加入 白兰地。,雪莉酒,是用,晒干的,葡萄,酿制成的,在,酿制,过程中,要,加入,白兰地。,,,,X-X-X 忽视 庄稼人 惩罚 勤工俭学 我 玳瑁 氯化钠 那 广州 静悄悄。
fill_filler_106,fill,Filler,106,酿制雪莉酒的过程中要加入白兰地？,filler,1,99,list2,雪莉酒 是用 晒干的 葡萄 酿制成的 在 酿制 过程中 要 加入 白兰地。,雪莉酒,是用,晒干的,葡萄,酿制成的,在,酿制,过程中,要,加入,白兰地。,,,,X-X-X 忽视 庄稼人 惩罚 勤工俭学 我 玳瑁 氯化钠 那 广州 静悄悄。
fill_filler_106,fill,Filler,106,酿制雪莉酒的过程中要加入白兰地？,filler,1,99,list3,雪莉酒 是用 晒干的 葡萄 酿制成的 在 酿制 过程中 要 加入 白兰地。,雪莉酒,是用,晒干的,葡萄,酿制成的,在,酿制,过程中,要,加入,白兰地。,,,,X-X-X 忽视 庄稼人 惩罚 勤工俭学 我 玳瑁 氯化钠 那 广州 静悄悄。
fill_filler_106,fill,Filler,106,酿制雪莉酒的过程中要加入白兰地？,filler,1,99,list4,雪莉酒 是用 晒干的 葡萄 酿制成的 在 酿制 过程中 要 加入 白兰地。,雪莉酒,是用,晒干的,葡萄,酿制成的,在,酿制,过程中,要,加入,白兰地。,,,,X-X-X 忽视 庄稼人 惩罚 勤工俭学 我 玳瑁 氯化钠 那 广州 静悄悄。
fill_filler_107,fill,Filler,107,中国的补酒可能世界上最多？,filler,1,99,list1,中国人 喜欢 补身体 可能 有 世界上 最多种 的 补酒。,中国人,喜欢,补身体,可能,有,世界上,最多种,的,补酒。,,,,,,X-X-X 位置 郭沫若 革命 我 吴佩孚 作斗争 我 晴朗。
fill_filler_107,fill,Filler,107,中国的补酒可能世界上最多？,filler,1,99,list2,中国人 喜欢 补身体 可能 有 世界上 最多种 的 补酒。,中国人,喜欢,补身体,可能,有,世界上,最多种,的,补酒。,,,,,,X-X-X 位置 郭沫若 革命 我 吴佩孚 作斗争 我 晴朗。
fill_filler_107,fill,Filler,107,中国的补酒可能世界上最多？,filler,1,99,list3,中国人 喜欢 补身体 可能 有 世界上 最多种 的 补酒。,中国人,喜欢,补身体,可能,有,世界上,最多种,的,补酒。,,,,,,X-X-X 位置 郭沫若 革命 我 吴佩孚 作斗争 我 晴朗。
fill_filler_107,fill,Filler,107,中国的补酒可能世界上最多？,filler,1,99,list4,中国人 喜欢 补身体 可能 有 世界上 最多种 的 补酒。,中国人,喜欢,补身体,可能,有,世界上,最多种,的,补酒。,,,,,,X-X-X 位置 郭沫若 革命 我 吴佩孚 作斗争 我 晴朗。
fill_filler_108,fill,Filler,108,高级宴会中的饮酒常是香槟？,filler,1,99,list1,香槟 经常 当作 开胃酒 或 高级 宴会中 的 酒。,香槟,经常,当作,开胃酒,或,高级,宴会中,的,酒。,,,,,,X-X-X 回答 紧紧 叶倩倩 呢 辐射 章太炎 我 懂。
fill_filler_108,fill,Filler,108,高级宴会中的饮酒常是香槟？,filler,1,99,list2,香槟 经常 当作 开胃酒 或 高级 宴会中 的 酒。,香槟,经常,当作,开胃酒,或,高级,宴会中,的,酒。,,,,,,X-X-X 回答 紧紧 叶倩倩 呢 辐射 章太炎 我 懂。
fill_filler_108,fill,Filler,108,高级宴会中的饮酒常是香槟？,filler,1,99,list3,香槟 经常 当作 开胃酒 或 高级 宴会中 的 酒。,香槟,经常,当作,开胃酒,或,高级,宴会中,的,酒。,,,,,,X-X-X 回答 紧紧 叶倩倩 呢 辐射 章太炎 我 懂。
fill_filler_108,fill,Filler,108,高级宴会中的饮酒常是香槟？,filler,1,99,list4,香槟 经常 当作 开胃酒 或 高级 宴会中 的 酒。,香槟,经常,当作,开胃酒,或,高级,宴会中,的,酒。,,,,,,X-X-X 回答 紧紧 叶倩倩 呢 辐射 章太炎 我 懂。
fill_filler_109,fill,Filler,109,波尔多以美食闻名？,filler,1,99,list1,波尔多 是 法国 西南部 重要的 都市 以 美食 闻名。,波尔多,是,法国,西南部,重要的,都市,以,美食,闻名。,,,,,,X-X-X 你 习惯 啄木鸟 碳酸钙 琢磨 呢 摧残 芭蕾。
fill_filler_109,fill,Filler,109,波尔多以美食闻名？,filler,1,99,list2,波尔多 是 法国 西南部 重要的 都市 以 美食 闻名。,波尔多,是,法国,西南部,重要的,都市,以,美食,闻名。,,,,,,X-X-X 你 习惯 啄木鸟 碳酸钙 琢磨 呢 摧残 芭蕾。
fill_filler_109,fill,Filler,109,波尔多以美食闻名？,filler,1,99,list3,波尔多 是 法国 西南部 重要的 都市 以 美食 闻名。,波尔多,是,法国,西南部,重要的,都市,以,美食,闻名。,,,,,,X-X-X 你 习惯 啄木鸟 碳酸钙 琢磨 呢 摧残 芭蕾。
fill_filler_109,fill,Filler,109,波尔多以美食闻名？,filler,1,99,list4,波尔多 是 法国 西南部 重要的 都市 以 美食 闻名。,波尔多,是,法国,西南部,重要的,都市,以,美食,闻名。,,,,,,X-X-X 你 习惯 啄木鸟 碳酸钙 琢磨 呢 摧残 芭蕾。
fill_filler_110,fill,Filler,110,葡萄酒的出口量意大利是世界第一？,filler,1,99,list1,意大利 葡萄酒 的 产量 是 世界 第一 出口量 也是 世界 第一。,意大利,葡萄酒,的,产量,是,世界,第一,出口量,也是,世界,第一。,,,,X-X-X 忍不住 把 避免 你 思想 你们 静悄悄 思想 思想 你们。
fill_filler_110,fill,Filler,110,葡萄酒的出口量意大利是世界第一？,filler,1,99,list2,意大利 葡萄酒 的 产量 是 世界 第一 出口量 也是 世界 第一。,意大利,葡萄酒,的,产量,是,世界,第一,出口量,也是,世界,第一。,,,,X-X-X 忍不住 把 避免 你 思想 你们 静悄悄 思想 思想 你们。
fill_filler_110,fill,Filler,110,葡萄酒的出口量意大利是世界第一？,filler,1,99,list3,意大利 葡萄酒 的 产量 是 世界 第一 出口量 也是 世界 第一。,意大利,葡萄酒,的,产量,是,世界,第一,出口量,也是,世界,第一。,,,,X-X-X 忍不住 把 避免 你 思想 你们 静悄悄 思想 思想 你们。
fill_filler_110,fill,Filler,110,葡萄酒的出口量意大利是世界第一？,filler,1,99,list4,意大利 葡萄酒 的 产量 是 世界 第一 出口量 也是 世界 第一。,意大利,葡萄酒,的,产量,是,世界,第一,出口量,也是,世界,第一。,,,,X-X-X 忍不住 把 避免 你 思想 你们 静悄悄 思想 思想 你们。
fill_filler_111,fill,Filler,111,助手把文章意思口述给他听？,filler,1,99,list1,懂 外文 的 助手们 捧着 原文 把 文章 的 意思 口述 给他听,懂,外文,的,助手们,捧着,原文,把,文章,的,意思,口述,给他听,,,X-X-X 漩涡 上 碳酸钠 窟窿 躲到 两 队伍 种 她们 漩涡 氧化铜。
fill_filler_111,fill,Filler,111,助手把文章意思口述给他听？,filler,1,99,list2,懂 外文 的 助手们 捧着 原文 把 文章 的 意思 口述 给他听,懂,外文,的,助手们,捧着,原文,把,文章,的,意思,口述,给他听,,,X-X-X 漩涡 上 碳酸钠 窟窿 躲到 两 队伍 种 她们 漩涡 氧化铜。
fill_filler_111,fill,Filler,111,助手把文章意思口述给他听？,filler,1,99,list3,懂 外文 的 助手们 捧着 原文 把 文章 的 意思 口述 给他听,懂,外文,的,助手们,捧着,原文,把,文章,的,意思,口述,给他听,,,X-X-X 漩涡 上 碳酸钠 窟窿 躲到 两 队伍 种 她们 漩涡 氧化铜。
fill_filler_111,fill,Filler,111,助手把文章意思口述给他听？,filler,1,99,list4,懂 外文 的 助手们 捧着 原文 把 文章 的 意思 口述 给他听,懂,外文,的,助手们,捧着,原文,把,文章,的,意思,口述,给他听,,,X-X-X 漩涡 上 碳酸钠 窟窿 躲到 两 队伍 种 她们 漩涡 氧化铜。
fill_filler_112,fill,Filler,112,口味求新求变才能适应国内消费者的需求？,filler,1,99,list1,为了 适应 国内 消费者 的 需求 口味 势必 要 求新 求变。,为了,适应,国内,消费者,的,需求,口味,势必,要,求新,求变。,,,,X-X-X 农村 队伍 怎么办 我 轨道 害虫 埋怨 那 乙烯 痛哭。
fill_filler_112,fill,Filler,112,口味求新求变才能适应国内消费者的需求？,filler,1,99,list2,为了 适应 国内 消费者 的 需求 口味 势必 要 求新 求变。,为了,适应,国内,消费者,的,需求,口味,势必,要,求新,求变。,,,,X-X-X 农村 队伍 怎么办 我 轨道 害虫 埋怨 那 乙烯 痛哭。
fill_filler_112,fill,Filler,112,口味求新求变才能适应国内消费者的需求？,filler,1,99,list3,为了 适应 国内 消费者 的 需求 口味 势必 要 求新 求变。,为了,适应,国内,消费者,的,需求,口味,势必,要,求新,求变。,,,,X-X-X 农村 队伍 怎么办 我 轨道 害虫 埋怨 那 乙烯 痛哭。
fill_filler_112,fill,Filler,112,口味求新求变才能适应国内消费者的需求？,filler,1,99,list4,为了 适应 国内 消费者 的 需求 口味 势必 要 求新 求变。,为了,适应,国内,消费者,的,需求,口味,势必,要,求新,求变。,,,,X-X-X 农村 队伍 怎么办 我 轨道 害虫 埋怨 那 乙烯 痛哭。
fill_filler_113,fill,Filler,113,刚才找这几本文集找得心急火燎？,filler,1,99,list1,可惜 这几本 文集 不知 谁 借去了 刚才 还 找得 心急如焚。,可惜,这几本,文集,不知,谁,借去了,刚才,还,找得,心急如焚。,,,,,X-X-X 笑眯眯 嫉妒 态度 类 舞蹈家 溶液 与 石膏 技术装备。
fill_filler_113,fill,Filler,113,刚才找这几本文集找得心急火燎？,filler,1,99,list2,可惜 这几本 文集 不知 谁 借去了 刚才 还 找得 心急如焚。,可惜,这几本,文集,不知,谁,借去了,刚才,还,找得,心急如焚。,,,,,X-X-X 笑眯眯 嫉妒 态度 类 舞蹈家 溶液 与 石膏 技术装备。
fill_filler_113,fill,Filler,113,刚才找这几本文集找得心急火燎？,filler,1,99,list3,可惜 这几本 文集 不知 谁 借去了 刚才 还 找得 心急如焚。,可惜,这几本,文集,不知,谁,借去了,刚才,还,找得,心急如焚。,,,,,X-X-X 笑眯眯 嫉妒 态度 类 舞蹈家 溶液 与 石膏 技术装备。
fill_filler_113,fill,Filler,113,刚才找这几本文集找得心急火燎？,filler,1,99,list4,可惜 这几本 文集 不知 谁 借去了 刚才 还 找得 心急如焚。,可惜,这几本,文集,不知,谁,借去了,刚才,还,找得,心急如焚。,,,,,X-X-X 笑眯眯 嫉妒 态度 类 舞蹈家 溶液 与 石膏 技术装备。
fill_filler_114,fill,Filler,114,捧着洁凈的书自己的心情就变的舒服？,filler,1,99,list1,捧着 一本 干干凈凈 的 书 自己的 心情 也 立即 变得 舒服了。,捧着,一本,干干凈凈,的,书,自己的,心情,也,立即,变得,舒服了。,,,,X-X-X 决策 宇宙飞船 他 层 碳酸钠 差异 年 检查 冯俭 氯酸钾。
fill_filler_114,fill,Filler,114,捧着洁凈的书自己的心情就变的舒服？,filler,1,99,list2,捧着 一本 干干凈凈 的 书 自己的 心情 也 立即 变得 舒服了。,捧着,一本,干干凈凈,的,书,自己的,心情,也,立即,变得,舒服了。,,,,X-X-X 决策 宇宙飞船 他 层 碳酸钠 差异 年 检查 冯俭 氯酸钾。
fill_filler_114,fill,Filler,114,捧着洁凈的书自己的心情就变的舒服？,filler,1,99,list3,捧着 一本 干干凈凈 的 书 自己的 心情 也 立即 变得 舒服了。,捧着,一本,干干凈凈,的,书,自己的,心情,也,立即,变得,舒服了。,,,,X-X-X 决策 宇宙飞船 他 层 碳酸钠 差异 年 检查 冯俭 氯酸钾。
fill_filler_114,fill,Filler,114,捧着洁凈的书自己的心情就变的舒服？,filler,1,99,list4,捧着 一本 干干凈凈 的 书 自己的 心情 也 立即 变得 舒服了。,捧着,一本,干干凈凈,的,书,自己的,心情,也,立即,变得,舒服了。,,,,X-X-X 决策 宇宙飞船 他 层 碳酸钠 差异 年 检查 冯俭 氯酸钾。
fill_filler_115,fill,Filler,115,对一个旅行者来说住医院可能是心理反差最大的一件事？,filler,1,99,list1,住 医院 对 一个 旅行者 来说 可能 是 心理 反差 最大的 一件事。,住,医院,对,一个,旅行者,来说,可能,是,心理,反差,最大的,一件事。,,,X-X-X 逻辑 她 什么 氯酸钾 世纪 组织 我 矛盾 豌豆 袁世凯 梅兰芳。
fill_filler_115,fill,Filler,115,对一个旅行者来说住医院可能是心理反差最大的一件事？,filler,1,99,list2,住 医院 对 一个 旅行者 来说 可能 是 心理 反差 最大的 一件事。,住,医院,对,一个,旅行者,来说,可能,是,心理,反差,最大的,一件事。,,,X-X-X 逻辑 她 什么 氯酸钾 世纪 组织 我 矛盾 豌豆 袁世凯 梅兰芳。
fill_filler_115,fill,Filler,115,对一个旅行者来说住医院可能是心理反差最大的一件事？,filler,1,99,list3,住 医院 对 一个 旅行者 来说 可能 是 心理 反差 最大的 一件事。,住,医院,对,一个,旅行者,来说,可能,是,心理,反差,最大的,一件事。,,,X-X-X 逻辑 她 什么 氯酸钾 世纪 组织 我 矛盾 豌豆 袁世凯 梅兰芳。
fill_filler_115,fill,Filler,115,对一个旅行者来说住医院可能是心理反差最大的一件事？,filler,1,99,list4,住 医院 对 一个 旅行者 来说 可能 是 心理 反差 最大的 一件事。,住,医院,对,一个,旅行者,来说,可能,是,心理,反差,最大的,一件事。,,,X-X-X 逻辑 她 什么 氯酸钾 世纪 组织 我 矛盾 豌豆 袁世凯 梅兰芳。
fill_filler_116,fill,Filler,116,只需要两三分钟就能享用到微波菜肴？,filler,1,99,list1,只要 按 一个键 两三 分钟 之后 就能 享用 一道 美味 可口的 微波 菜肴。,只要,按,一个键,两三,分钟,之后,就能,享用,一道,美味,可口的,微波,菜肴。,,X-X-X 既 肖武斌 浑浊 政权 政府 橡胶 棉花 损害 蝌蚪 李嘉图 锣鼓 辜负。
fill_filler_116,fill,Filler,116,只需要两三分钟就能享用到微波菜肴？,filler,1,99,list2,只要 按 一个键 两三 分钟 之后 就能 享用 一道 美味 可口的 微波 菜肴。,只要,按,一个键,两三,分钟,之后,就能,享用,一道,美味,可口的,微波,菜肴。,,X-X-X 既 肖武斌 浑浊 政权 政府 橡胶 棉花 损害 蝌蚪 李嘉图 锣鼓 辜负。
fill_filler_116,fill,Filler,116,只需要两三分钟就能享用到微波菜肴？,filler,1,99,list3,只要 按 一个键 两三 分钟 之后 就能 享用 一道 美味 可口的 微波 菜肴。,只要,按,一个键,两三,分钟,之后,就能,享用,一道,美味,可口的,微波,菜肴。,,X-X-X 既 肖武斌 浑浊 政权 政府 橡胶 棉花 损害 蝌蚪 李嘉图 锣鼓 辜负。
fill_filler_116,fill,Filler,116,只需要两三分钟就能享用到微波菜肴？,filler,1,99,list4,只要 按 一个键 两三 分钟 之后 就能 享用 一道 美味 可口的 微波 菜肴。,只要,按,一个键,两三,分钟,之后,就能,享用,一道,美味,可口的,微波,菜肴。,,X-X-X 既 肖武斌 浑浊 政权 政府 橡胶 棉花 损害 蝌蚪 李嘉图 锣鼓 辜负。
fill_filler_117,fill,Filler,117,祗有饱经沧桑的老人能领悟真正的人生哲理？,filler,1,99,list1,只有 历经 沧桑 的 老人 才能 领悟 真正的 人生 哲理。,只有,历经,沧桑,的,老人,才能,领悟,真正的,人生,哲理。,,,,,X-X-X 哨兵 雄蕊 把 负责 联系 火灾 赤裸裸 玻璃 荔枝。
fill_filler_117,fill,Filler,117,祗有饱经沧桑的老人能领悟真正的人生哲理？,filler,1,99,list2,只有 历经 沧桑 的 老人 才能 领悟 真正的 人生 哲理。,只有,历经,沧桑,的,老人,才能,领悟,真正的,人生,哲理。,,,,,X-X-X 哨兵 雄蕊 把 负责 联系 火灾 赤裸裸 玻璃 荔枝。
fill_filler_117,fill,Filler,117,祗有饱经沧桑的老人能领悟真正的人生哲理？,filler,1,99,list3,只有 历经 沧桑 的 老人 才能 领悟 真正的 人生 哲理。,只有,历经,沧桑,的,老人,才能,领悟,真正的,人生,哲理。,,,,,X-X-X 哨兵 雄蕊 把 负责 联系 火灾 赤裸裸 玻璃 荔枝。
fill_filler_117,fill,Filler,117,祗有饱经沧桑的老人能领悟真正的人生哲理？,filler,1,99,list4,只有 历经 沧桑 的 老人 才能 领悟 真正的 人生 哲理。,只有,历经,沧桑,的,老人,才能,领悟,真正的,人生,哲理。,,,,,X-X-X 哨兵 雄蕊 把 负责 联系 火灾 赤裸裸 玻璃 荔枝。
fill_filler_118,fill,Filler,118,农地废耕农村破产是因为大量倾销便宜农产品？,filler,1,99,list1,大量 倾销 便宜 农产品 使得 农地 废耕 以及 农村 破产。,大量,倾销,便宜,农产品,使得,农地,废耕,以及,农村,破产。,,,,,X-X-X 屋顶 惊讶 怎么办 吃饭 吞噬 徐徐 怎么 北京 哎呀。
fill_filler_118,fill,Filler,118,农地废耕农村破产是因为大量倾销便宜农产品？,filler,1,99,list2,大量 倾销 便宜 农产品 使得 农地 废耕 以及 农村 破产。,大量,倾销,便宜,农产品,使得,农地,废耕,以及,农村,破产。,,,,,X-X-X 屋顶 惊讶 怎么办 吃饭 吞噬 徐徐 怎么 北京 哎呀。
fill_filler_118,fill,Filler,118,农地废耕农村破产是因为大量倾销便宜农产品？,filler,1,99,list3,大量 倾销 便宜 农产品 使得 农地 废耕 以及 农村 破产。,大量,倾销,便宜,农产品,使得,农地,废耕,以及,农村,破产。,,,,,X-X-X 屋顶 惊讶 怎么办 吃饭 吞噬 徐徐 怎么 北京 哎呀。
fill_filler_118,fill,Filler,118,农地废耕农村破产是因为大量倾销便宜农产品？,filler,1,99,list4,大量 倾销 便宜 农产品 使得 农地 废耕 以及 农村 破产。,大量,倾销,便宜,农产品,使得,农地,废耕,以及,农村,破产。,,,,,X-X-X 屋顶 惊讶 怎么办 吃饭 吞噬 徐徐 怎么 北京 哎呀。
fill_filler_119,fill,Filler,119,咖啡厅在巴黎和纽约有不同用处？,filler,1,99,list1,巴黎人 在 咖啡厅 聊天 纽约人 在 咖啡厅 用 手机。,巴黎人,在,咖啡厅,聊天,纽约人,在,咖啡厅,用,手机。,,,,,,X-X-X 我 徐悲鸿 邯郸 邓颖超 种 侵略军 呢 猖獗。
fill_filler_119,fill,Filler,119,咖啡厅在巴黎和纽约有不同用处？,filler,1,99,list2,巴黎人 在 咖啡厅 聊天 纽约人 在 咖啡厅 用 手机。,巴黎人,在,咖啡厅,聊天,纽约人,在,咖啡厅,用,手机。,,,,,,X-X-X 我 徐悲鸿 邯郸 邓颖超 种 侵略军 呢 猖獗。
fill_filler_119,fill,Filler,119,咖啡厅在巴黎和纽约有不同用处？,filler,1,99,list3,巴黎人 在 咖啡厅 聊天 纽约人 在 咖啡厅 用 手机。,巴黎人,在,咖啡厅,聊天,纽约人,在,咖啡厅,用,手机。,,,,,,X-X-X 我 徐悲鸿 邯郸 邓颖超 种 侵略军 呢 猖獗。
fill_filler_119,fill,Filler,119,咖啡厅在巴黎和纽约有不同用处？,filler,1,99,list4,巴黎人 在 咖啡厅 聊天 纽约人 在 咖啡厅 用 手机。,巴黎人,在,咖啡厅,聊天,纽约人,在,咖啡厅,用,手机。,,,,,,X-X-X 我 徐悲鸿 邯郸 邓颖超 种 侵略军 呢 猖獗。
fill_filler_120,fill,Filler,120,忙碌的现代人时常没有时间吃饭？,filler,1,99,list1,每天 都 分秒必争 的 现代人 有时 忙起来 连 吃饭 也 没 时间。,每天,都,分秒必争,的,现代人,有时,忙起来,连,吃饭,也,没,时间。,,,X-X-X 年 气喘吁吁 种 碳酸钠 掌握 邓颖超 声 包含 种 吗 世界。
fill_filler_120,fill,Filler,120,忙碌的现代人时常没有时间吃饭？,filler,1,99,list2,每天 都 分秒必争 的 现代人 有时 忙起来 连 吃饭 也 没 时间。,每天,都,分秒必争,的,现代人,有时,忙起来,连,吃饭,也,没,时间。,,,X-X-X 年 气喘吁吁 种 碳酸钠 掌握 邓颖超 声 包含 种 吗 世界。
fill_filler_120,fill,Filler,120,忙碌的现代人时常没有时间吃饭？,filler,1,99,list3,每天 都 分秒必争 的 现代人 有时 忙起来 连 吃饭 也 没 时间。,每天,都,分秒必争,的,现代人,有时,忙起来,连,吃饭,也,没,时间。,,,X-X-X 年 气喘吁吁 种 碳酸钠 掌握 邓颖超 声 包含 种 吗 世界。
fill_filler_120,fill,Filler,120,忙碌的现代人时常没有时间吃饭？,filler,1,99,list4,每天 都 分秒必争 的 现代人 有时 忙起来 连 吃饭 也 没 时间。,每天,都,分秒必争,的,现代人,有时,忙起来,连,吃饭,也,没,时间。,,,X-X-X 年 气喘吁吁 种 碳酸钠 掌握 邓颖超 声 包含 种 吗 世界。
fill_filler_121,fill,Filler,121,入冬后最强烈的大陆冷气团在元月五日袭来？,filler,1,99,list1,在 一月 五日 这天 一波 入冬后 最 强烈的 大陆 冷气团 果然 袭来。,在,一月,五日,这天,一波,入冬后,最,强烈的,大陆,冷气团,果然,袭来。,,,X-X-X 竭力 泛滥 纯粹 喇叭 售货员 吗 硝酸钾 销售 前不久 脑袋 邯郸。
fill_filler_121,fill,Filler,121,入冬后最强烈的大陆冷气团在元月五日袭来？,filler,1,99,list2,在 一月 五日 这天 一波 入冬后 最 强烈的 大陆 冷气团 果然 袭来。,在,一月,五日,这天,一波,入冬后,最,强烈的,大陆,冷气团,果然,袭来。,,,X-X-X 竭力 泛滥 纯粹 喇叭 售货员 吗 硝酸钾 销售 前不久 脑袋 邯郸。
fill_filler_121,fill,Filler,121,入冬后最强烈的大陆冷气团在元月五日袭来？,filler,1,99,list3,在 一月 五日 这天 一波 入冬后 最 强烈的 大陆 冷气团 果然 袭来。,在,一月,五日,这天,一波,入冬后,最,强烈的,大陆,冷气团,果然,袭来。,,,X-X-X 竭力 泛滥 纯粹 喇叭 售货员 吗 硝酸钾 销售 前不久 脑袋 邯郸。
fill_filler_121,fill,Filler,121,入冬后最强烈的大陆冷气团在元月五日袭来？,filler,1,99,list4,在 一月 五日 这天 一波 入冬后 最 强烈的 大陆 冷气团 果然 袭来。,在,一月,五日,这天,一波,入冬后,最,强烈的,大陆,冷气团,果然,袭来。,,,X-X-X 竭力 泛滥 纯粹 喇叭 售货员 吗 硝酸钾 销售 前不久 脑袋 邯郸。
fill_filler_122,fill,Filler,122,进口鹅卵石是因为台湾挑不到他们想要的石头？,filler,1,99,list1,由于在 中国 挑不到 他们 想要 的 石头 还 特别 进口 一万颗 鹅卵石。,由于在,中国,挑不到,他们,想要,的,石头,还,特别,进口,一万颗,鹅卵石。,,,X-X-X 研究 郭沫若 研究 瘫痪 我 秩序 看 艺术 症状 障碍物 呼吸道。
fill_filler_122,fill,Filler,122,进口鹅卵石是因为台湾挑不到他们想要的石头？,filler,1,99,list2,由于在 中国 挑不到 他们 想要 的 石头 还 特别 进口 一万颗 鹅卵石。,由于在,中国,挑不到,他们,想要,的,石头,还,特别,进口,一万颗,鹅卵石。,,,X-X-X 研究 郭沫若 研究 瘫痪 我 秩序 看 艺术 症状 障碍物 呼吸道。
fill_filler_122,fill,Filler,122,进口鹅卵石是因为台湾挑不到他们想要的石头？,filler,1,99,list3,由于在 中国 挑不到 他们 想要 的 石头 还 特别 进口 一万颗 鹅卵石。,由于在,中国,挑不到,他们,想要,的,石头,还,特别,进口,一万颗,鹅卵石。,,,X-X-X 研究 郭沫若 研究 瘫痪 我 秩序 看 艺术 症状 障碍物 呼吸道。
fill_filler_122,fill,Filler,122,进口鹅卵石是因为台湾挑不到他们想要的石头？,filler,1,99,list4,由于在 中国 挑不到 他们 想要 的 石头 还 特别 进口 一万颗 鹅卵石。,由于在,中国,挑不到,他们,想要,的,石头,还,特别,进口,一万颗,鹅卵石。,,,X-X-X 研究 郭沫若 研究 瘫痪 我 秩序 看 艺术 症状 障碍物 呼吸道。
fill_filler_123,fill,Filler,123,新一波全球化发生在世界各国？,filler,1,99,list1,中国 与 世界 各国 一样 都 面临 新一波 的 全球化。,中国,与,世界,各国,一样,都,面临,新一波,的,全球化。,,,,,X-X-X 种 条件 充满 教育 种 妹妹 杨虎城 他 硫酸铜。
fill_filler_123,fill,Filler,123,新一波全球化发生在世界各国？,filler,1,99,list2,中国 与 世界 各国 一样 都 面临 新一波 的 全球化。,中国,与,世界,各国,一样,都,面临,新一波,的,全球化。,,,,,X-X-X 种 条件 充满 教育 种 妹妹 杨虎城 他 硫酸铜。
fill_filler_123,fill,Filler,123,新一波全球化发生在世界各国？,filler,1,99,list3,中国 与 世界 各国 一样 都 面临 新一波 的 全球化。,中国,与,世界,各国,一样,都,面临,新一波,的,全球化。,,,,,X-X-X 种 条件 充满 教育 种 妹妹 杨虎城 他 硫酸铜。
fill_filler_123,fill,Filler,123,新一波全球化发生在世界各国？,filler,1,99,list4,中国 与 世界 各国 一样 都 面临 新一波 的 全球化。,中国,与,世界,各国,一样,都,面临,新一波,的,全球化。,,,,,X-X-X 种 条件 充满 教育 种 妹妹 杨虎城 他 硫酸铜。
fill_filler_124,fill,Filler,124,长达十小时的手术最后顺利结束？,filler,1,99,list1,长达 十小时 的 手术 终于 在 专家们 协力下 顺利 结束。,长达,十小时,的,手术,终于,在,专家们,协力下,顺利,结束。,,,,,X-X-X 售货员 我 蔬菜 苏联 你 硫酸铜 畜牧业 牺牲 队伍。
fill_filler_124,fill,Filler,124,长达十小时的手术最后顺利结束？,filler,1,99,list2,长达 十小时 的 手术 终于 在 专家们 协力下 顺利 结束。,长达,十小时,的,手术,终于,在,专家们,协力下,顺利,结束。,,,,,X-X-X 售货员 我 蔬菜 苏联 你 硫酸铜 畜牧业 牺牲 队伍。
fill_filler_124,fill,Filler,124,长达十小时的手术最后顺利结束？,filler,1,99,list3,长达 十小时 的 手术 终于 在 专家们 协力下 顺利 结束。,长达,十小时,的,手术,终于,在,专家们,协力下,顺利,结束。,,,,,X-X-X 售货员 我 蔬菜 苏联 你 硫酸铜 畜牧业 牺牲 队伍。
fill_filler_124,fill,Filler,124,长达十小时的手术最后顺利结束？,filler,1,99,list4,长达 十小时 的 手术 终于 在 专家们 协力下 顺利 结束。,长达,十小时,的,手术,终于,在,专家们,协力下,顺利,结束。,,,,,X-X-X 售货员 我 蔬菜 苏联 你 硫酸铜 畜牧业 牺牲 队伍。
fill_filler_125,fill,Filler,125,政府乐见生物产业欣欣向荣？,filler,1,99,list1,政府 乐意 见到 国内 的 生物产业 越来越 蓬勃。,政府,乐意,见到,国内,的,生物产业,越来越,蓬勃。,,,,,,,X-X-X 板凳 石油 责任 我 错综复杂 蒋介石 杏仙。
fill_filler_125,fill,Filler,125,政府乐见生物产业欣欣向荣？,filler,1,99,list2,政府 乐意 见到 国内 的 生物产业 越来越 蓬勃。,政府,乐意,见到,国内,的,生物产业,越来越,蓬勃。,,,,,,,X-X-X 板凳 石油 责任 我 错综复杂 蒋介石 杏仙。
fill_filler_125,fill,Filler,125,政府乐见生物产业欣欣向荣？,filler,1,99,list3,政府 乐意 见到 国内 的 生物产业 越来越 蓬勃。,政府,乐意,见到,国内,的,生物产业,越来越,蓬勃。,,,,,,,X-X-X 板凳 石油 责任 我 错综复杂 蒋介石 杏仙。
fill_filler_125,fill,Filler,125,政府乐见生物产业欣欣向荣？,filler,1,99,list4,政府 乐意 见到 国内 的 生物产业 越来越 蓬勃。,政府,乐意,见到,国内,的,生物产业,越来越,蓬勃。,,,,,,,X-X-X 板凳 石油 责任 我 错综复杂 蒋介石 杏仙。
